ts,time,c14,c16,c17,c20,c22,c23
2024-10-08 22:09:25,6.8,329468,370831,210046,306664,253839,174915
2024-10-08 22:09:25,6.84,329244,370627,208578,306394,253554,173608
2024-10-08 22:09:25,6.88,328976,370383,207388,306057,253337,172604
2024-10-08 22:09:25,6.92,328782,370210,206654,305845,253268,172047
2024-10-08 22:09:25,6.96,328724,370162,206146,305824,253310,171676
2024-10-08 22:09:25,7,328757,370203,205793,305949,253431,171436
2024-10-08 22:09:25,7.04,328823,370265,205816,306166,253612,171546
2024-10-08 22:09:25,7.08,328940,370326,206185,306388,253778,171936
2024-10-08 22:09:25,7.12,329117,370409,206314,306536,253870,172045
2024-10-08 22:09:25,7.16,329310,370537,206046,306616,253919,171761
2024-10-08 22:09:25,7.2,329508,370717,205892,306679,253978,171560
2024-10-08 22:09:25,7.24,329691,370897,206228,306755,254058,171795
2024-10-08 22:09:25,7.28,329778,370998,207134,306834,254146,172566
2024-10-08 22:09:25,7.32,329744,370989,208241,306903,254229,173567
2024-10-08 22:09:25,7.36,329627,370895,208659,306964,254291,174021
2024-10-08 22:09:25,7.4,329462,370754,208079,307003,254319,173642
2024-10-08 22:09:25,7.44,329271,370607,207268,307005,254317,173055
2024-10-08 22:09:25,7.48,329100,370501,206950,306975,254298,172854
2024-10-08 22:09:25,7.52,329035,370472,207184,306929,254257,173056
2024-10-08 22:09:25,7.56,329101,370509,207658,306834,254166,173369
2024-10-08 22:09:25,7.6,329163,370524,207882,306608,253974,173407
2024-10-08 22:09:25,7.64,329121,370469,207418,306236,253672,172838
2024-10-08 22:09:25,7.68,329052,370400,206416,305861,253361,171816
2024-10-08 22:09:26,7.72,328981,370331,205462,305624,253155,170905
2024-10-08 22:09:26,7.76,328853,370245,204898,305534,253080,170439
2024-10-08 22:09:26,7.8,328754,370214,204795,305558,253114,170420
2024-10-08 22:09:26,7.84,328803,370288,205089,305674,253221,170707
2024-10-08 22:09:26,7.88,328977,370422,205559,305826,253345,171084
2024-10-08 22:09:26,7.92,329199,370573,206012,305932,253435,171391
2024-10-08 22:09:26,7.96,329441,370747,206354,305967,253476,171563
2024-10-08 22:09:26,8,329679,370927,206631,305980,253497,171682
2024-10-08 22:09:26,8.04,329833,371039,206872,306014,253519,171834
2024-10-08 22:09:26,8.08,329821,371022,206831,306068,253545,171844
2024-10-08 22:09:26,8.12,329663,370901,206218,306122,253579,171441
2024-10-08 22:09:26,8.16,329462,370747,205234,306166,253614,170736
2024-10-08 22:09:26,8.2,329278,370604,204583,306191,253633,170285
2024-10-08 22:09:26,8.24,329151,370518,204636,306206,253648,170392
2024-10-08 22:09:26,8.28,329140,370531,205115,306227,253677,170807
2024-10-08 22:09:26,8.32,329217,370587,205594,306211,253669,171162
2024-10-08 22:09:26,8.36,329237,370578,205837,306075,253554,171287
2024-10-08 22:09:26,8.4,329155,370495,205651,305822,253341,171037
2024-10-08 22:09:26,8.44,329071,370428,204993,305573,253140,170390
2024-10-08 22:09:26,8.48,329009,370384,204331,305425,253028,169784
2024-10-08 22:09:26,8.52,328940,370330,204142,305375,252994,169641
2024-10-08 22:09:26,8.56,328911,370303,204410,305412,253023,169912
2024-10-08 22:09:26,8.6,328968,370345,204788,305537,253120,170275
2024-10-08 22:09:26,8.64,329115,370465,205083,305705,253253,170537
2024-10-08 22:09:26,8.68,329326,370636,205409,305833,253359,170764
2024-10-08 22:09:27,8.72,329520,370790,205755,305893,253413,170980
