time,Unpolarized_A_Green,Unpolarized_A_Red,Unpolarized_A_IR,Unpolarized_B_Green,Unpolarized_B_Red,Unpolarized_B_IR,Co-Polarized_Green,Co-Polarized_Red,Co-Polarized_IR,Cross-Polarized_Green,Cross-Polarized_Red,Cross-Polarized_IR,Day,Condition
2025-10-23T20:15:19.576Z,151,784,1042,350,828,1002,3061,2505,2749,1785,1440,3455,Day_3,Blackout Offset
2025-10-23T20:15:19.616Z,154,787,1045,352,830,1003,3062,2510,2753,1788,1444,3460,Day_3,Blackout Offset
2025-10-23T20:15:19.656Z,157,796,1044,355,839,1001,3064,2508,2751,1790,1440,3460,Day_3,Blackout Offset
2025-10-23T20:15:19.696Z,158,807,1039,357,849,997,3069,2502,2741,1795,1432,3456,Day_3,Blackout Offset
2025-10-23T20:15:19.736Z,158,814,1034,356,856,994,3077,2496,2728,1801,1423,3451,Day_3,Blackout Offset
2025-10-23T20:15:19.776Z,160,819,1031,358,862,990,3077,2498,2718,1799,1420,3447,Day_3,Blackout Offset
2025-10-23T20:15:19.816Z,166,823,1029,363,867,985,3067,2507,2713,1790,1424,3448,Day_3,Blackout Offset
2025-10-23T20:15:19.856Z,171,821,1026,368,868,981,3060,2514,2712,1784,1428,3453,Day_3,Blackout Offset
2025-10-23T20:15:19.897Z,167,815,1026,366,863,981,3062,2514,2718,1786,1429,3461,Day_3,Blackout Offset
2025-10-23T20:15:19.937Z,157,809,1030,359,857,988,3067,2512,2729,1792,1432,3468,Day_3,Blackout Offset
2025-10-23T20:15:19.977Z,150,803,1037,352,851,997,3069,2511,2740,1797,1437,3473,Day_3,Blackout Offset
2025-10-23T20:15:20.017Z,147,795,1042,349,843,1003,3075,2508,2745,1801,1440,3478,Day_3,Blackout Offset
2025-10-23T20:15:20.057Z,147,788,1042,349,838,1002,3078,2507,2746,1804,1442,3480,Day_3,Blackout Offset
2025-10-23T20:15:20.097Z,153,785,1039,354,836,998,3072,2509,2745,1801,1443,3480,Day_3,Blackout Offset
2025-10-23T20:15:20.137Z,163,781,1038,364,833,993,3064,2510,2743,1796,1441,3480,Day_3,Blackout Offset
2025-10-23T20:15:20.177Z,168,775,1038,370,828,992,3061,2506,2745,1796,1434,3479,Day_3,Blackout Offset
2025-10-23T20:15:20.217Z,165,774,1038,368,827,994,3063,2502,2746,1798,1428,3475,Day_3,Blackout Offset
2025-10-23T20:15:20.257Z,160,779,1037,362,832,998,3067,2503,2746,1801,1429,3471,Day_3,Blackout Offset
2025-10-23T20:15:20.297Z,159,787,1036,358,837,998,3072,2510,2748,1803,1436,3470,Day_3,Blackout Offset
2025-10-23T20:15:20.337Z,159,788,1034,356,838,994,3078,2513,2751,1805,1442,3471,Day_3,Blackout Offset
2025-10-23T20:15:20.377Z,158,785,1034,355,834,992,3080,2511,2754,1805,1442,3469,Day_3,Blackout Offset
2025-10-23T20:15:20.417Z,158,783,1034,358,834,991,3076,2506,2750,1801,1437,3461,Day_3,Blackout Offset
2025-10-23T20:15:20.457Z,161,787,1032,362,838,990,3069,2500,2743,1796,1430,3451,Day_3,Blackout Offset
2025-10-23T20:15:20.497Z,164,790,1030,363,840,989,3064,2494,2739,1791,1424,3445,Day_3,Blackout Offset
2025-10-23T20:15:20.537Z,165,789,1028,362,837,988,3064,2493,2739,1790,1419,3443,Day_3,Blackout Offset
2025-10-23T20:15:20.577Z,161,788,1024,356,835,987,3071,2493,2737,1790,1417,3441,Day_3,Blackout Offset
2025-10-23T20:15:20.617Z,152,790,1018,348,837,986,3071,2491,2733,1787,1418,3439,Day_3,Blackout Offset
2025-10-23T20:15:20.657Z,147,796,1018,344,844,987,3060,2490,2729,1779,1423,3437,Day_3,Blackout Offset
2025-10-23T20:15:20.697Z,148,803,1023,348,851,991,3048,2494,2726,1774,1431,3436,Day_3,Blackout Offset
2025-10-23T20:15:20.737Z,152,804,1029,351,851,994,3040,2505,2727,1772,1439,3439,Day_3,Blackout Offset
2025-10-23T20:15:20.777Z,152,796,1031,350,842,995,3032,2514,2732,1769,1443,3443,Day_3,Blackout Offset
2025-10-23T20:15:20.817Z,152,785,1029,348,832,994,3028,2514,2736,1767,1440,3446,Day_3,Blackout Offset
2025-10-23T20:15:20.857Z,155,780,1027,350,827,992,3034,2505,2737,1772,1435,3445,Day_3,Blackout Offset
2025-10-23T20:15:20.897Z,161,780,1025,356,829,986,3046,2498,2739,1779,1433,3446,Day_3,Blackout Offset
2025-10-23T20:15:20.937Z,165,782,1026,361,831,985,3059,2499,2747,1785,1433,3451,Day_3,Blackout Offset
2025-10-23T20:15:20.977Z,163,783,1031,360,831,990,3066,2503,2756,1787,1435,3458,Day_3,Blackout Offset
2025-10-23T20:15:21.017Z,157,785,1037,356,832,997,3068,2506,2756,1789,1437,3459,Day_3,Blackout Offset
2025-10-23T20:15:21.057Z,150,787,1040,350,835,1003,3069,2508,2749,1793,1437,3455,Day_3,Blackout Offset
2025-10-23T20:15:21.097Z,144,785,1038,344,835,1005,3069,2513,2743,1797,1437,3451,Day_3,Blackout Offset
2025-10-23T20:15:21.137Z,141,783,1031,341,833,998,3069,2514,2738,1799,1437,3448,Day_3,Blackout Offset
2025-10-23T20:15:21.177Z,141,783,1023,341,837,987,3070,2508,2734,1801,1435,3445,Day_3,Blackout Offset
2025-10-23T20:15:21.217Z,144,788,1020,342,845,981,3070,2499,2734,1804,1431,3444,Day_3,Blackout Offset
2025-10-23T20:15:21.257Z,147,791,1021,345,849,981,3069,2496,2735,1806,1431,3447,Day_3,Blackout Offset
2025-10-23T20:15:21.297Z,151,789,1025,350,844,985,3069,2499,2733,1805,1435,3449,Day_3,Blackout Offset
2025-10-23T20:15:21.337Z,154,783,1030,354,835,990,3068,2505,2725,1804,1440,3446,Day_3,Blackout Offset
2025-10-23T20:15:21.377Z,155,780,1037,356,831,995,3064,2509,2718,1800,1441,3441,Day_3,Blackout Offset
2025-10-23T20:15:21.417Z,153,781,1044,354,833,1001,3053,2513,2715,1791,1442,3437,Day_3,Blackout Offset
2025-10-23T20:15:21.457Z,150,782,1049,354,835,1004,3044,2513,2720,1783,1442,3437,Day_3,Blackout Offset
2025-10-23T20:15:21.497Z,149,780,1049,355,832,1005,3042,2509,2730,1781,1437,3442,Day_3,Blackout Offset
2025-10-23T20:15:21.537Z,149,777,1048,354,827,1004,3046,2505,2739,1782,1430,3449,Day_3,Blackout Offset
2025-10-23T20:15:21.577Z,151,774,1046,353,823,1003,3048,2506,2743,1780,1427,3454,Day_3,Blackout Offset
2025-10-23T20:15:21.617Z,155,775,1043,355,823,1001,3051,2507,2742,1780,1430,3453,Day_3,Blackout Offset
2025-10-23T20:15:21.657Z,156,777,1037,356,826,998,3059,2507,2740,1787,1434,3452,Day_3,Blackout Offset
2025-10-23T20:15:21.697Z,154,779,1032,355,827,995,3065,2506,2744,1794,1435,3454,Day_3,Blackout Offset
2025-10-23T20:15:21.737Z,155,780,1033,354,827,995,3065,2511,2756,1794,1437,3460,Day_3,Blackout Offset
2025-10-23T20:15:21.777Z,157,782,1035,355,828,994,3063,2520,2763,1790,1445,3464,Day_3,Blackout Offset
2025-10-23T20:15:21.817Z,159,783,1035,355,829,993,3060,2530,2765,1784,1454,3464,Day_3,Blackout Offset
2025-10-23T20:15:21.857Z,160,785,1037,356,831,993,3057,2532,2771,1780,1457,3464,Day_3,Blackout Offset
2025-10-23T20:15:21.897Z,163,790,1039,357,837,998,3059,2530,2776,1783,1453,3462,Day_3,Blackout Offset
2025-10-23T20:15:21.937Z,168,793,1042,360,841,1001,3068,2526,2771,1791,1447,3454,Day_3,Blackout Offset
2025-10-23T20:15:21.977Z,172,791,1044,363,839,1002,3079,2520,2760,1798,1441,3444,Day_3,Blackout Offset
2025-10-23T20:15:22.017Z,172,787,1045,364,837,1003,3088,2515,2751,1802,1436,3439,Day_3,Blackout Offset
2025-10-23T20:15:22.057Z,172,785,1043,366,837,1002,3091,2515,2741,1805,1433,3435,Day_3,Blackout Offset
2025-10-23T20:15:22.097Z,174,785,1039,368,838,998,3088,2518,2730,1804,1434,3428,Day_3,Blackout Offset
2025-10-23T20:15:22.137Z,177,786,1034,370,838,990,3082,2523,2724,1802,1438,3422,Day_3,Blackout Offset
2025-10-23T20:15:22.177Z,179,787,1028,372,836,981,3082,2525,2727,1802,1444,3422,Day_3,Blackout Offset
2025-10-23T20:15:22.217Z,177,787,1021,373,835,975,3088,2521,2734,1807,1446,3425,Day_3,Blackout Offset
2025-10-23T20:15:22.257Z,172,790,1020,369,838,975,3092,2515,2737,1809,1443,3426,Day_3,Blackout Offset
2025-10-23T20:15:22.297Z,167,793,1025,365,841,980,3085,2519,2737,1805,1441,3425,Day_3,Blackout Offset
2025-10-23T20:15:22.337Z,163,790,1029,363,838,985,3077,2527,2739,1800,1444,3427,Day_3,Blackout Offset
2025-10-23T20:15:22.377Z,162,783,1031,362,832,990,3074,2532,2745,1798,1448,3433,Day_3,Blackout Offset
2025-10-23T20:15:22.417Z,162,781,1033,360,830,995,3077,2531,2749,1797,1450,3435,Day_3,Blackout Offset
2025-10-23T20:15:22.457Z,161,783,1036,358,834,1000,3080,2530,2743,1798,1451,3432,Day_3,Blackout Offset
2025-10-23T20:15:22.497Z,161,788,1037,358,840,1001,3081,2528,2733,1799,1448,3425,Day_3,Blackout Offset
2025-10-23T20:15:22.537Z,164,791,1035,362,843,998,3078,2520,2728,1796,1437,3421,Day_3,Blackout Offset
2025-10-23T20:15:22.577Z,166,792,1033,365,843,995,3074,2512,2732,1791,1422,3423,Day_3,Blackout Offset
2025-10-23T20:15:22.617Z,165,791,1035,362,839,996,3075,2512,2741,1793,1411,3430,Day_3,Blackout Offset
2025-10-23T20:15:22.657Z,161,788,1037,358,833,998,3077,2517,2748,1797,1410,3440,Day_3,Blackout Offset
2025-10-23T20:15:22.697Z,159,782,1036,359,826,996,3075,2515,2749,1798,1416,3445,Day_3,Blackout Offset
2025-10-23T20:15:22.737Z,159,775,1029,361,820,989,3077,2510,2748,1801,1423,3447,Day_3,Blackout Offset
2025-10-23T20:15:22.777Z,159,767,1022,361,816,983,3084,2506,2748,1807,1428,3448,Day_3,Blackout Offset
2025-10-23T20:15:22.817Z,161,764,1021,362,812,981,3087,2510,2746,1809,1433,3447,Day_3,Blackout Offset
2025-10-23T20:15:22.857Z,165,765,1023,365,811,982,3086,2518,2744,1803,1442,3446,Day_3,Blackout Offset
2025-10-23T20:15:22.897Z,169,769,1026,368,813,984,3088,2527,2745,1799,1451,3446,Day_3,Blackout Offset
2025-10-23T20:15:22.937Z,172,773,1027,370,817,985,3093,2529,2746,1802,1455,3445,Day_3,Blackout Offset
2025-10-23T20:15:22.977Z,174,775,1030,369,821,986,3093,2523,2746,1806,1452,3444,Day_3,Blackout Offset
2025-10-23T20:15:23.017Z,171,779,1034,364,828,988,3085,2518,2745,1805,1449,3444,Day_3,Blackout Offset
2025-10-23T20:15:23.057Z,164,785,1036,356,836,988,3071,2517,2742,1797,1450,3442,Day_3,Blackout Offset
2025-10-23T20:15:23.097Z,158,792,1032,352,844,984,3059,2514,2736,1790,1446,3436,Day_3,Blackout Offset
2025-10-23T20:15:23.137Z,157,798,1025,353,850,979,3054,2507,2730,1785,1438,3431,Day_3,Blackout Offset
2025-10-23T20:15:23.177Z,160,799,1020,356,851,975,3055,2502,2732,1784,1431,3433,Day_3,Blackout Offset
2025-10-23T20:15:23.217Z,163,795,1019,358,848,974,3057,2502,2742,1784,1429,3441,Day_3,Blackout Offset
2025-10-23T20:15:23.257Z,165,792,1023,359,842,979,3063,2503,2752,1788,1429,3449,Day_3,Blackout Offset
2025-10-23T20:15:23.297Z,169,791,1028,359,839,985,3074,2504,2756,1796,1429,3450,Day_3,Blackout Offset
2025-10-23T20:15:23.337Z,173,792,1030,362,839,989,3081,2503,2754,1804,1430,3445,Day_3,Blackout Offset
2025-10-23T20:15:23.377Z,174,791,1030,365,838,990,3083,2498,2747,1810,1428,3437,Day_3,Blackout Offset
2025-10-23T20:15:23.417Z,174,791,1032,367,838,993,3083,2492,2736,1812,1424,3429,Day_3,Blackout Offset
2025-10-23T20:15:23.457Z,174,792,1035,368,840,998,3082,2494,2727,1809,1423,3425,Day_3,Blackout Offset
2025-10-23T20:15:23.497Z,177,792,1034,371,842,997,3083,2503,2723,1804,1426,3423,Day_3,Blackout Offset
2025-10-23T20:15:23.537Z,178,792,1028,371,842,994,3085,2511,2723,1803,1429,3421,Day_3,Blackout Offset
2025-10-23T20:15:23.577Z,171,791,1025,364,839,992,3081,2512,2726,1800,1430,3419,Day_3,Blackout Offset
2025-10-23T20:15:23.617Z,161,786,1027,356,833,994,3068,2507,2729,1793,1431,3419,Day_3,Blackout Offset
2025-10-23T20:15:23.657Z,159,782,1033,356,832,996,3059,2504,2734,1788,1435,3419,Day_3,Blackout Offset
2025-10-23T20:15:23.697Z,164,784,1037,363,835,995,3061,2506,2738,1790,1441,3419,Day_3,Blackout Offset
2025-10-23T20:15:23.737Z,168,786,1039,368,838,996,3066,2506,2738,1795,1442,3418,Day_3,Blackout Offset
2025-10-23T20:15:23.777Z,163,792,1040,364,842,998,3064,2503,2732,1796,1435,3416,Day_3,Blackout Offset
2025-10-23T20:15:23.817Z,154,801,1042,355,848,1000,3060,2501,2725,1796,1429,3414,Day_3,Blackout Offset
2025-10-23T20:15:23.857Z,150,807,1044,350,848,1002,3059,2500,2722,1796,1426,3415,Day_3,Blackout Offset
2025-10-23T20:15:23.897Z,153,805,1044,350,843,1002,3060,2494,2727,1794,1422,3420,Day_3,Blackout Offset
2025-10-23T20:15:23.937Z,162,798,1040,354,838,999,3061,2488,2732,1791,1419,3425,Day_3,Blackout Offset
2025-10-23T20:15:23.977Z,170,794,1033,361,840,993,3064,2485,2734,1791,1419,3428,Day_3,Blackout Offset
2025-10-23T20:15:24.017Z,176,793,1028,367,844,989,3069,2488,2734,1792,1422,3431,Day_3,Blackout Offset
2025-10-23T20:15:24.057Z,179,788,1028,372,843,988,3072,2497,2739,1791,1427,3435,Day_3,Blackout Offset
2025-10-23T20:15:24.097Z,177,784,1028,372,840,988,3073,2510,2742,1788,1433,3439,Day_3,Blackout Offset
2025-10-23T20:15:24.137Z,169,787,1028,369,842,989,3073,2521,2738,1787,1440,3434,Day_3,Blackout Offset
2025-10-23T20:15:24.177Z,165,789,1032,366,843,992,3073,2524,2732,1790,1444,3424,Day_3,Blackout Offset
2025-10-23T20:15:24.218Z,167,787,1034,367,841,995,3071,2519,2729,1793,1440,3417,Day_3,Blackout Offset
2025-10-23T20:15:24.258Z,166,789,1035,365,843,997,3069,2515,2729,1796,1437,3419,Day_3,Blackout Offset
2025-10-23T20:15:24.298Z,161,793,1036,360,847,999,3070,2515,2734,1798,1438,3426,Day_3,Blackout Offset
2025-10-23T20:15:24.338Z,157,796,1038,357,848,999,3073,2515,2744,1798,1441,3432,Day_3,Blackout Offset
2025-10-23T20:15:24.378Z,156,793,1039,357,843,997,3075,2516,2753,1794,1444,3436,Day_3,Blackout Offset
2025-10-23T20:15:24.418Z,154,791,1038,356,839,994,3074,2519,2755,1790,1445,3435,Day_3,Blackout Offset
2025-10-23T20:15:24.458Z,152,791,1032,353,840,987,3074,2523,2755,1788,1447,3434,Day_3,Blackout Offset
2025-10-23T20:15:24.498Z,151,792,1025,351,842,979,3074,2527,2754,1792,1447,3437,Day_3,Blackout Offset
2025-10-23T20:15:24.538Z,152,789,1023,350,839,977,3075,2525,2755,1796,1441,3439,Day_3,Blackout Offset
2025-10-23T20:15:24.578Z,153,786,1027,351,835,983,3073,2519,2755,1795,1433,3436,Day_3,Blackout Offset
2025-10-23T20:15:24.618Z,155,790,1031,352,837,990,3068,2514,2752,1790,1431,3431,Day_3,Blackout Offset
2025-10-23T20:15:24.658Z,161,798,1031,357,847,990,3060,2513,2746,1786,1434,3425,Day_3,Blackout Offset
2025-10-23T20:15:24.698Z,170,807,1030,366,858,990,3050,2517,2739,1785,1439,3421,Day_3,Blackout Offset
2025-10-23T20:15:24.738Z,175,813,1030,372,864,990,3044,2524,2733,1785,1446,3418,Day_3,Blackout Offset
2025-10-23T20:15:24.778Z,174,813,1032,372,862,990,3043,2530,2729,1783,1452,3414,Day_3,Blackout Offset
2025-10-23T20:15:24.818Z,172,808,1036,369,855,991,3050,2529,2729,1785,1453,3410,Day_3,Blackout Offset
2025-10-23T20:15:24.858Z,169,804,1040,366,850,992,3064,2522,2732,1791,1449,3410,Day_3,Blackout Offset
2025-10-23T20:15:24.898Z,166,809,1041,361,852,994,3078,2514,2732,1796,1443,3412,Day_3,Blackout Offset
2025-10-23T20:15:24.938Z,164,821,1042,358,856,995,3084,2506,2729,1798,1434,3413,Day_3,Blackout Offset
2025-10-23T20:15:24.978Z,168,831,1041,362,853,994,3082,2500,2728,1796,1426,3413,Day_3,Blackout Offset
2025-10-23T20:15:25.018Z,174,834,1036,369,848,990,3074,2500,2732,1792,1423,3414,Day_3,Blackout Offset
2025-10-23T20:15:25.058Z,175,827,1032,369,847,989,3067,2509,2740,1789,1427,3421,Day_3,Blackout Offset
2025-10-23T20:15:25.098Z,170,814,1033,364,846,991,3061,2520,2749,1787,1435,3431,Day_3,Blackout Offset
2025-10-23T20:15:25.138Z,164,800,1036,358,839,992,3061,2527,2755,1789,1444,3440,Day_3,Blackout Offset
2025-10-23T20:15:25.178Z,160,790,1033,355,833,990,3069,2529,2752,1794,1449,3442,Day_3,Blackout Offset
2025-10-23T20:15:25.218Z,158,788,1028,355,832,986,3081,2526,2743,1799,1450,3439,Day_3,Blackout Offset
2025-10-23T20:15:25.258Z,160,790,1026,358,834,986,3086,2521,2733,1800,1448,3436,Day_3,Blackout Offset
2025-10-23T20:15:25.298Z,163,792,1028,364,835,986,3084,2514,2728,1799,1443,3435,Day_3,Blackout Offset
2025-10-23T20:15:25.338Z,167,795,1030,369,836,985,3083,2507,2731,1801,1435,3437,Day_3,Blackout Offset
2025-10-23T20:15:25.378Z,172,799,1031,372,841,984,3084,2504,2737,1807,1428,3441,Day_3,Blackout Offset
2025-10-23T20:15:25.418Z,172,803,1032,370,845,985,3079,2505,2740,1809,1425,3440,Day_3,Blackout Offset
2025-10-23T20:15:25.458Z,169,802,1035,365,845,990,3072,2506,2741,1806,1426,3438,Day_3,Blackout Offset
2025-10-23T20:15:25.498Z,170,795,1037,363,838,994,3076,2506,2744,1806,1430,3440,Day_3,Blackout Offset
2025-10-23T20:15:25.538Z,178,789,1036,369,833,993,3083,2507,2745,1807,1435,3443,Day_3,Blackout Offset
2025-10-23T20:15:25.578Z,186,786,1034,379,831,990,3085,2512,2747,1806,1438,3448,Day_3,Blackout Offset
2025-10-23T20:15:25.618Z,186,787,1036,382,833,993,3083,2518,2753,1802,1442,3453,Day_3,Blackout Offset
2025-10-23T20:15:25.658Z,177,793,1038,375,841,997,3084,2519,2760,1800,1443,3458,Day_3,Blackout Offset
2025-10-23T20:15:25.698Z,165,799,1034,363,849,995,3089,2518,2763,1803,1442,3461,Day_3,Blackout Offset
2025-10-23T20:15:25.738Z,159,797,1028,356,850,991,3095,2518,2760,1810,1442,3462,Day_3,Blackout Offset
2025-10-23T20:15:25.778Z,157,793,1029,355,845,990,3090,2518,2753,1810,1441,3458,Day_3,Blackout Offset
2025-10-23T20:15:25.818Z,158,794,1031,355,846,990,3075,2519,2743,1800,1442,3450,Day_3,Blackout Offset
2025-10-23T20:15:25.858Z,159,800,1030,356,852,989,3063,2525,2734,1791,1446,3444,Day_3,Blackout Offset
2025-10-23T20:15:25.898Z,159,805,1030,358,855,989,3058,2532,2734,1788,1450,3445,Day_3,Blackout Offset
2025-10-23T20:15:25.938Z,159,805,1034,360,852,993,3058,2533,2740,1787,1448,3449,Day_3,Blackout Offset
2025-10-23T20:15:25.978Z,161,803,1040,363,847,999,3061,2528,2742,1788,1444,3448,Day_3,Blackout Offset
2025-10-23T20:15:26.018Z,163,800,1041,363,845,997,3063,2522,2737,1789,1442,3442,Day_3,Blackout Offset
2025-10-23T20:15:26.058Z,164,797,1036,360,845,989,3062,2517,2732,1788,1440,3435,Day_3,Blackout Offset
2025-10-23T20:15:26.098Z,167,792,1031,360,842,981,3057,2513,2732,1783,1437,3433,Day_3,Blackout Offset
2025-10-23T20:15:26.138Z,173,785,1028,362,835,977,3054,2508,2733,1779,1433,3433,Day_3,Blackout Offset
2025-10-23T20:15:26.178Z,177,779,1026,366,828,977,3058,2505,2737,1782,1431,3435,Day_3,Blackout Offset
2025-10-23T20:15:26.218Z,178,777,1028,372,824,981,3066,2505,2746,1789,1430,3441,Day_3,Blackout Offset
2025-10-23T20:15:26.258Z,177,778,1033,375,825,989,3073,2507,2754,1795,1432,3446,Day_3,Blackout Offset
2025-10-23T20:15:26.298Z,174,780,1037,375,828,997,3077,2513,2752,1799,1436,3446,Day_3,Blackout Offset
2025-10-23T20:15:26.338Z,171,785,1035,371,833,998,3077,2521,2744,1801,1441,3439,Day_3,Blackout Offset
2025-10-23T20:15:26.378Z,166,790,1029,365,837,992,3074,2529,2736,1799,1444,3431,Day_3,Blackout Offset
2025-10-23T20:15:26.418Z,160,793,1025,360,840,987,3070,2533,2731,1796,1442,3425,Day_3,Blackout Offset
2025-10-23T20:15:26.458Z,155,794,1027,355,843,988,3069,2531,2730,1794,1437,3422,Day_3,Blackout Offset
2025-10-23T20:15:26.498Z,156,796,1032,356,847,992,3066,2530,2732,1793,1439,3422,Day_3,Blackout Offset
2025-10-23T20:15:26.538Z,162,797,1036,363,850,994,3064,2531,2734,1793,1445,3424,Day_3,Blackout Offset
2025-10-23T20:15:26.578Z,175,798,1039,374,851,994,3062,2527,2737,1792,1448,3425,Day_3,Blackout Offset
2025-10-23T20:15:26.618Z,189,801,1040,384,853,996,3063,2519,2741,1790,1444,3426,Day_3,Blackout Offset
2025-10-23T20:15:26.658Z,195,807,1037,390,858,997,3066,2516,2738,1790,1441,3425,Day_3,Blackout Offset
2025-10-23T20:15:26.698Z,191,810,1032,386,861,997,3074,2519,2732,1796,1441,3422,Day_3,Blackout Offset
2025-10-23T20:15:26.738Z,180,806,1029,377,859,995,3087,2522,2732,1804,1442,3420,Day_3,Blackout Offset
2025-10-23T20:15:26.778Z,173,800,1028,373,853,992,3099,2521,2741,1815,1441,3421,Day_3,Blackout Offset
2025-10-23T20:15:26.818Z,173,795,1027,376,848,988,3107,2522,2751,1825,1440,3426,Day_3,Blackout Offset
2025-10-23T20:15:26.858Z,175,791,1026,378,845,986,3107,2524,2757,1828,1439,3430,Day_3,Blackout Offset
2025-10-23T20:15:26.898Z,174,788,1025,375,841,986,3097,2522,2762,1820,1439,3433,Day_3,Blackout Offset
2025-10-23T20:15:26.938Z,172,789,1029,369,841,989,3086,2519,2763,1810,1439,3432,Day_3,Blackout Offset
2025-10-23T20:15:26.978Z,172,790,1035,367,840,993,3080,2521,2759,1806,1444,3428,Day_3,Blackout Offset
2025-10-23T20:15:27.018Z,174,786,1042,369,835,996,3082,2528,2752,1809,1450,3425,Day_3,Blackout Offset
2025-10-23T20:15:27.058Z,181,781,1044,378,831,995,3088,2530,2748,1812,1450,3425,Day_3,Blackout Offset
2025-10-23T20:15:27.099Z,188,780,1043,387,832,994,3093,2525,2746,1810,1442,3428,Day_3,Blackout Offset
2025-10-23T20:15:27.139Z,188,783,1044,387,835,996,3092,2522,2747,1804,1436,3428,Day_3,Blackout Offset
2025-10-23T20:15:27.179Z,178,784,1046,378,836,1001,3092,2523,2748,1800,1436,3426,Day_3,Blackout Offset
2025-10-23T20:15:27.219Z,163,787,1045,366,838,1003,3096,2522,2749,1802,1436,3423,Day_3,Blackout Offset
2025-10-23T20:15:27.259Z,154,793,1042,360,841,999,3098,2517,2744,1804,1434,3416,Day_3,Blackout Offset
2025-10-23T20:15:27.299Z,158,797,1041,362,844,997,3093,2513,2734,1800,1431,3407,Day_3,Blackout Offset
2025-10-23T20:15:27.339Z,168,797,1043,367,844,999,3090,2514,2727,1797,1432,3399,Day_3,Blackout Offset
2025-10-23T20:15:27.379Z,170,796,1045,365,844,1001,3088,2521,2724,1797,1436,3393,Day_3,Blackout Offset
2025-10-23T20:15:27.419Z,168,793,1043,362,842,998,3084,2529,2722,1796,1442,3389,Day_3,Blackout Offset
2025-10-23T20:15:27.458Z,170,790,1041,364,840,996,3081,2531,2724,1796,1444,3387,Day_3,Blackout Offset
2025-10-23T20:15:27.498Z,174,788,1041,367,839,999,3084,2527,2727,1798,1442,3388,Day_3,Blackout Offset
2025-10-23T20:15:27.538Z,173,790,1038,366,840,1000,3086,2522,2730,1800,1439,3388,Day_3,Blackout Offset
2025-10-23T20:15:27.578Z,170,795,1033,364,842,996,3080,2518,2732,1797,1434,3389,Day_3,Blackout Offset
2025-10-23T20:15:27.618Z,170,796,1027,366,842,988,3071,2513,2734,1793,1428,3390,Day_3,Blackout Offset
2025-10-23T20:15:27.658Z,171,791,1024,370,839,983,3073,2506,2738,1794,1426,3390,Day_3,Blackout Offset
2025-10-23T20:15:27.698Z,173,787,1027,374,837,984,3085,2501,2743,1803,1427,3391,Day_3,Blackout Offset
2025-10-23T20:15:27.738Z,179,787,1030,379,838,986,3098,2500,2747,1811,1430,3390,Day_3,Blackout Offset
2025-10-23T20:15:27.778Z,187,791,1031,385,842,986,3102,2503,2742,1813,1433,3387,Day_3,Blackout Offset
2025-10-23T20:15:27.818Z,192,793,1030,388,844,983,3092,2504,2733,1807,1433,3382,Day_3,Blackout Offset
2025-10-23T20:15:27.858Z,191,793,1028,386,843,983,3078,2504,2730,1799,1429,3378,Day_3,Blackout Offset
2025-10-23T20:15:27.898Z,184,792,1027,377,843,985,3071,2507,2735,1794,1427,3381,Day_3,Blackout Offset
2025-10-23T20:15:27.938Z,172,792,1028,364,843,990,3071,2509,2742,1794,1428,3387,Day_3,Blackout Offset
2025-10-23T20:15:27.978Z,162,789,1028,355,839,992,3074,2511,2747,1795,1429,3391,Day_3,Blackout Offset
2025-10-23T20:15:28.018Z,157,784,1029,351,834,993,3082,2514,2750,1799,1428,3392,Day_3,Blackout Offset
2025-10-23T20:15:28.058Z,157,784,1035,351,834,997,3093,2517,2749,1810,1424,3389,Day_3,Blackout Offset
2025-10-23T20:15:28.098Z,161,787,1042,356,839,1003,3103,2517,2744,1822,1423,3387,Day_3,Blackout Offset
2025-10-23T20:15:28.138Z,172,788,1044,366,843,1003,3107,2516,2740,1827,1425,3385,Day_3,Blackout Offset
2025-10-23T20:15:28.179Z,183,787,1040,377,844,997,3105,2514,2743,1827,1429,3387,Day_3,Blackout Offset
2025-10-23T20:15:28.219Z,185,788,1036,382,845,993,3102,2515,2751,1826,1434,3395,Day_3,Blackout Offset
2025-10-23T20:15:28.259Z,176,789,1034,377,844,993,3101,2520,2756,1828,1437,3401,Day_3,Blackout Offset
2025-10-23T20:15:28.299Z,166,787,1034,368,840,994,3101,2526,2757,1828,1438,3400,Day_3,Blackout Offset
2025-10-23T20:15:28.339Z,166,787,1034,366,839,994,3100,2530,2753,1824,1437,3394,Day_3,Blackout Offset
2025-10-23T20:15:28.379Z,174,791,1034,370,843,993,3105,2531,2744,1824,1435,3387,Day_3,Blackout Offset
2025-10-23T20:15:28.419Z,179,793,1034,373,844,992,3120,2524,2737,1831,1430,3387,Day_3,Blackout Offset
2025-10-23T20:15:28.459Z,176,787,1033,370,835,991,3132,2512,2739,1837,1425,3394,Day_3,Blackout Offset
2025-10-23T20:15:28.499Z,169,778,1033,367,824,992,3131,2509,2749,1838,1426,3404,Day_3,Blackout Offset
2025-10-23T20:15:28.539Z,165,775,1034,365,822,995,3120,2517,2756,1833,1436,3413,Day_3,Blackout Offset
2025-10-23T20:15:28.579Z,163,780,1035,364,827,995,3107,2527,2755,1824,1444,3415,Day_3,Blackout Offset
